TRANSCRIPT_TEXT,REVIEW_DATE,BRANCH_NUMBER,REGION_NUMBER,CUSTOMER_ID
"I had a terrible experience accessing my security deposit box at Bank Corp. Staff were disorganized and kept me waiting nearly an hour; then the manager refused to unlock the box without paperwork I’d already provided. A teller mishandled the key, the lock stuck, and they charged an unexplained fee. Felt unsafe and unsupported — I’m moving my valuables elsewhere.",2025-07-15,5,5,313
"I visited Bank Corp's drive-thru last week and waited 25 minutes with only a couple of cars ahead. Staff seemed overwhelmed and clerks took a long time with each customer. When I was finally served, the transaction was handled correctly but the extended wait made the experience frustrating. For a busy branch, they need better staffing or faster processes. I'll think twice about using the drive-thru again.",2025-08-16,7,6,33
"Ich bin sehr zufrieden mit dem Zugriff auf mein Bankschließfach bei Bank Corp. Die Terminvereinbarung war schnell, das Personal äußerst freundlich und kompetent. Der Tresorraum ist sauber, diskret und gut gesichert, die Abläufe sind klar und effizient. Ich fühlte mich jederzeit sicher und gut betreut. Besonders gefallen haben mir die flexiblen Öffnungszeiten und die ruhige Atmosphäre. Sehr empfehlenswert für alle, die Wert auf Verlässlichkeit und Datenschutz legen.",2025-08-27,36,1,441
"Visité una sucursal de Bank Corp y la experiencia fue pésima. El cajero fue grosero, indiferente y claramente sin profesionalismo; tardaron demasiado, dieron información errónea y trataron mis dudas con desdén. Me sentí ignorado, con servicios mal realizados y sin soluciones. No volveré ni recomendaré esta sucursal. Inaceptable para un banco.",2025-08-02,47,3,491
"Mi experiencia al acceder a una caja de seguridad en Bank Corp fue rutinaria. El proceso requirió cita, la entrada y la identificación fueron verificadas y el personal siguió los protocolos. El espacio era limpio, aunque el horario disponible es limitado. El trámite tomó algo más de tiempo de lo esperado.",2025-06-26,13,1,376
"Die Filiale von Bank Corp ist in hervorragendem Zustand: modern, sauber und sehr gut gepflegt. Die Räume sind hell, klimatisiert und komfortabel eingerichtet, mit ausreichend Sitzplätzen, klarer Beschilderung und barrierefreiem Zugang. WC und Parkplätze sind ordentlich. Ich habe mich sofort wohlgefühlt – ein einladender, professioneller Ort für Bankgeschäfte.",2025-09-12,5,2,135
"Mein Besuch bei Bank Corp verlief insgesamt professionell. Die Mitarbeiterin am Schalter war sachlich und höflich, bearbeitete die Angelegenheiten zügig und konnte meine Fragen beantworten. Die Wartezeit war akzeptabel, die Abläufe wirkten routiniert. Verbesserungswürdig wären etwas ausführlichere Erklärungen zu Gebühren und Konditionen. Insgesamt ein ordentlicher Service, aber nicht besonders persönlich.",2025-08-01,30,6,93
"Visite à une agence Bank Corp décevante. Le guichetier(e) manquait de professionnalisme : ton brusque, explications insuffisantes sur les frais et erreur dans un dépôt. Longue attente, puis traitement hâtif sans vérification des documents. Je suis reparti(e) inquiet(ète) et peu en confiance. Espérons une meilleure formation du personnel et plus d'attention aux clients.",2025-08-05,34,6,325
"Expérience désastreuse au drive de Bank Corp. J'ai attendu 25 minutes sans la moindre explication, personnel débordé et aucune excuse. Inacceptable pour une banque. Je ne reviendrai pas et déconseille fortement ce service lent et mal organisé.",2025-08-01,28,2,51
"Service exécrable chez Bank Corp. Attente interminable à l'intérieur de l'agence (plus de 45 minutes) sans explication ni excuse. Personnel débordé, désorganisé et sans considération pour les clients. Aucune communication, aucun geste commercial — une perte de temps totale. Je ne reviendrai pas et déconseille fortement.",2025-06-26,43,3,96
"Visitei uma agência do Bank Corp e usei o drive-thru. Esperei alguns minutos além do esperado, mas a equipe foi eficiente, educada e resolveu minha pendência rapidamente. A comunicação foi clara e o atendimento pessoal compensa a pequena demora. Gostaria de ver tempos de espera reduzidos, mas, no geral, saí satisfeito com o serviço e voltaria.",2025-06-21,24,3,437
"Expérience décevante chez Bank Corp pour accéder à mon coffre-fort. Rendez-vous reporté sans préavis, personnel peu réactif et procédure d'identification lente. Local peu discret et vétuste, accès limité aux heures d'ouverture, et frais élevés pour un service aussi sensible. J'ai attendu 40 minutes après l'heure prévue. Ne correspond pas aux attentes pour la sécurité et la confidentialité ; des améliorations sont nécessaires.",2025-08-04,24,2,406
"Visitei a agência do Bank Corp e fiquei decepcionado com as condições do local. Carpete gasto, iluminação fraca e ar-condicionado com mau funcionamento deixaram a experiência desconfortável. Banheiro sujo e falta de cadeiras suficientes para esperar em horários de pico. Sinalização confusa e caixas automáticos com filas longas. Precisa de reformas e manutenção urgente para oferecer um ambiente digno aos clientes.",2025-08-15,19,5,450
"Die Filiale von Bank Corp wirkt insgesamt ordentlich, mit sauberem Verkaufsraum und funktionierenden Automaten. Warteräume sind ausreichend, aber Sitzplätze könnten erweitert werden. Beschilderung ist größtenteils klar, einige Schilder sind jedoch klein und schwer zu lesen. Barrierefreiheit ist grundsätzlich gegeben, Türschwellen und Rampen sind vorhanden, aber der Zugang könnte besser beleuchtet sein. Insgesamt akzeptabler Zustand mit Raum für kleinere Verbesserungen.",2025-07-05,34,3,232
"I visited my local Bank Corp branch to access my security deposit box. The appointment system was straightforward and staff verified my ID and key efficiently. The vault area felt secure and clean, though I waited about twenty minutes past my scheduled time. Overall the process was professional and routine with clear access policies.",2025-06-24,42,2,348
"Passei pelo drive-thru do Bank Corp e o atendimento foi educado, porém o tempo de espera foi maior do que o esperado, o que tornou a experiência um pouco demorada. A operação foi concluída corretamente, mas sugiro melhorar o fluxo ou reforçar a equipe nos horários de pico para reduzir a espera.",2025-07-16,47,2,289
"Expérience catastrophique chez Bank Corp. Les agences sont sales, le mobilier usé, la climatisation en panne et les distributeurs hors service. Files d'attente mal gérées, signalisation inexistante et sièges inconfortables. Sentiment d'insécurité le soir. Inadmissible pour une institution financière — conditions déplorables qui montrent un mépris total pour les clients.",2025-07-27,12,3,44
Visited Bank Corp drive-thru today — waited nearly 20 minutes with only two cars ahead. Staff seemed friendly but slow; teller had to step inside repeatedly. No explanation or apology for the delay and no visible queue management. For a busy location this is disappointing; I came for a quick deposit and lost half an hour. Hoping Bank Corp improves staffing and speed at the drive-thru.,2025-09-01,2,5,44
"I visited my local Bank Corp branch and was pleased with the teller's professionalism. She processed my deposit quickly, explained account options clearly, and answered my questions patiently. The service felt efficient and courteous, and I left feeling confident my transaction was handled correctly. Slightly better signage for forms would help, but overall a positive banking visit.",2025-07-28,42,2,190
"The branch was run-down: peeling paint, broken chairs, dim lighting, and the restroom was untidy. ATM out of order and the waiting area cramped; staff were polite but seemed overwhelmed. I expect cleaner, more functional facilities from Bank Corp. Won’t be visiting often until improvements are made.",2025-08-17,33,4,275
"Esperei mais de 30 minutos dentro da agência sem ser atendido. A fila não andava e havia poucas atendentes. Quando finalmente fui chamado, o atendimento foi cordial, mas apressado. Para um banco do porte da Bank Corp, esperava mais organização e aviso sobre o tempo de espera. Saí frustrado e com vontade de resolver serviços online na próxima vez. Não recomendo para quem tem pouco tempo.",2025-09-10,2,2,143
"Visitei a agência do Bank Corp e foi uma das piores experiências: instalações sujas, chão com sujeira, banheiros em péssimo estado e ar-condicionado quebrado. Bancos rasgados, iluminação fraca, sinalização confusa e nada de higienização — parecia abandonada. Não volto e não recomendo até que façam reparos e limpeza urgente.",2025-07-24,49,4,211
"Visité la sucursal de Bank Corp y la atención del cajero dejó mucho que desear. Parecía poco experimentado, tomó decisiones inseguras, demoró la operación y no explicó los pasos. Además fue poco profesional al mostrar impaciencia cuando pedí aclaraciones. Salí confundido y con dudas sobre la transacción. Espero que capaciten mejor al personal; así no se genera confianza en un banco.",2025-08-25,2,2,327
"Mi experiencia en la sucursal de Bank Corp fue terrible. El cajero mostró una falta total de profesionalismo: fue grosero, desinteresado y poco eficiente. Me atendieron con indiferencia, cometieron errores en mi operación y no ofrecieron soluciones. La demora fue innecesaria y no recibí disculpas ni explicaciones claras. No recomiendo esta sucursal hasta que mejoren el trato y la capacitación del personal.",2025-07-22,42,4,445
"I've been a Bank Corp customer for years, but accessing my security deposit box has been frustrating. Branch hours are limited, the appointment system is confusing, and staff seemed indifferent about repeated delays. Every visit required excessive ID checks and paperwork, and the process felt slow with little privacy. For a service that promises secure, convenient access, this was disappointing.",2025-08-24,7,3,87
"Visitei a agência do Bank Corp e fiquei chocada com as condições. Ambiente sujo, banheiros imundos, ar-condicionado quebrado e móveis desgastados. Iluminação precária, janelas com infiltração e cheiro de mofo. Acessibilidade inexistente e aparente falta total de manutenção. Inaceitável para um banco — péssima imagem e falta de respeito com os clientes.",2025-09-06,35,3,339
"I visited Bank Corp last week and had a short wait inside the branch—about 15 minutes during mid-day. Staff were friendly and efficient once I was called, and the teller resolved my issue quickly. The seating and signage made the wait comfortable. Overall a somewhat positive experience; shorter lines would be ideal, but service quality made up for the brief delay.",2025-08-26,3,4,372
"L'attente à l'intérieur de l'agence a été un peu longue, mais le personnel était accueillant et professionnel. On m'a informé du délai et l'agent qui m'a aidé a résolu ma demande rapidement et clairement. L'espace est propre et bien organisé, ce qui rend l'attente plus supportable. Globalement, expérience plutôt positive malgré le temps d'attente — je reviendrai si besoin.",2025-06-22,46,4,529
